# Program:featureCounts v1.4.6; Command:"featureCounts" "-a" "Probes.FC.annotation.HG19.txt" "-o" "RNA-seq_pluri.txt" "-F" "SAF" "-O" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H18489_LCL/accepted_hits.bam" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H28834_day_20/accepted_hits.bam" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H20961_FB/accepted_hits.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18489/H18489.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18507/H18507.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18508/H18508.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18516/H18516.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18855/H18855.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18856/H18856.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18858/H18858.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19098/H19098.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19101/H19101.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19239/H19239.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19257/H19257.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H18489_LCL/accepted_hits.bam	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H28834_day_20/accepted_hits.bam	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H20961_FB/accepted_hits.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18489/H18489.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18507/H18507.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18508/H18508.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18516/H18516.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18855/H18855.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18856/H18856.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18858/H18858.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19098/H19098.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19101/H19101.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19239/H19239.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19257/H19257.bam
ILMN_1709350	chr4	74902596	74902646	+	51	0	0	1	2	5	0	3	2	2	0	0	0	4	3
ILMN_1702620	chr5	52965976	52966026	-	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1786335	chr15	45385126	45385176	+	51	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1658717	chr22	32302792	32302842	-	51	17	4	7	8	12	4	4	8	10	4	3	2	6	5
ILMN_1652128	chr6	70386340	70386390	+	51	172	16	110	17	24	23	21	24	26	20	10	17	29	24
ILMN_1677270	chr11	123810932	123810982	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1773346	chr10	38369146	38369196	+	51	2	0	0	38	73	42	48	72	53	21	19	31	52	77
ILMN_3247737	chr22	29838144	29838194	-	51	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ILMN_1868572	chr6	99721062	99721112	+	51	0	0	0	6	3	1	0	3	0	0	0	2	0	0
ILMN_2415617	chr10	50315662	50315712	+	51	3	0	68	4	0	5	0	4	2	0	0	0	3	1
ILMN_1785071	chr5	42800867	42800917	+	51	1	9	256	12	13	27	38	61	53	14	24	7	62	38
ILMN_2204826	chr5	42800011	42800061	+	51	10	27	99	6	37	25	48	69	43	25	11	18	64	31
ILMN_3244449	chr14	21860310	21860360	+	51	7	0	1	1	0	0	1	1	1	0	0	1	2	2
ILMN_1658071	chr1	169101530	169101580	-	51	362	174	37	72	100	34	76	93	90	40	34	65	64	100
ILMN_1730291	chr1	169101304	169101354	-	51	373	46	30	58	127	33	43	80	102	33	31	54	48	95
ILMN_1739763	chr9	107288650	107288700	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1801383	chr16	18816851	18816901	+	51	241	11	53	50	50	34	64	34	40	37	26	37	54	43
ILMN_2149053	chr2	152332335	152332385	-	51	31	0	8	23	9	7	23	9	26	32	17	11	17	19
ILMN_1755758	chr2	152322391	152322441	-	51	69	0	21	37	20	35	49	24	46	43	18	30	59	68
ILMN_1845757	chr7	96251354	96251404	+	51	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ILMN_1768101	chr17	46673299	46673349	+	51	4	1	32	0	0	0	0	0	0	0	0	0	1	0
ILMN_1667831	chr17	46681846	46681896	+	51	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ILMN_1697631	chr1	3350319	3350369	-	51	0	0	0	0	2	1	0	1	0	0	0	0	1	0
ILMN_1784094	chr1	3350242	3350292	-	51	0	1	0	0	1	0	0	0	1	0	1	1	0	0
ILMN_2343264	chr1	3354754	3354804	-	51	0	3	0	0	1	0	0	0	0	0	1	0	0	0
ILMN_1655387	chr1	3348525	3348575	-	51	0	0	1	0	1	0	0	0	2	1	0	1	0	0
ILMN_2345758	chr2	135738872	135738922	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3307134	chr16	88809808	88809858	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3236065	chr1	120905072	120905122	+	51	1	0	3	0	0	0	0	0	0	0	0	0	0	0
ILMN_1786328	chr9	34086705	34086755	+	51	169	19	31	26	54	24	22	41	33	25	25	22	37	53
ILMN_3310356	chr9	97847773	97847823	-	51	4	0	10	0	0	0	0	0	0	0	0	0	0	0
ILMN_1677589	chr10	65225594	65225644	-	51	19	0	2	2	0	6	4	5	2	1	2	2	1	10
ILMN_1764970	chr10	64927340	64927390	+	51	184	32	24	117	149	59	114	63	45	90	19	85	86	90
ILMN_2410742	chr10	64936054	64936104	+	51	259	6	34	95	85	72	80	92	56	109	23	84	106	102
ILMN_1839051	chr5	108530692	108530742	-	51	19	0	11	1	3	6	2	2	1	1	1	5	5	3
ILMN_1652876	chr8	47697266	47697316	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3308490	chr3	44903383	44903433	-	51	30	0	22	6	4	10	5	16	8	7	6	3	6	11
ILMN_3239639	chr3	112534692	112534742	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1657358	chr3	112534732	112534782	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1740052	chr2	220331494	220331544	-	51	0	113	12	19	35	21	23	32	26	13	6	9	26	23
ILMN_1796755	chr3	124482314	124482364	+	51	13	10	432	170	103	202	255	269	129	172	59	203	350	273
ILMN_2311166	chr3	124482062	124482112	+	51	10	23	274	121	70	134	147	175	88	110	44	127	256	161
ILMN_1668374	chr3	124481929	124481979	+	51	4	25	254	97	52	81	162	156	74	99	21	93	216	151
ILMN_2365549	chr3	9789506	9789556	-	51	20	3	4	6	10	3	9	8	6	7	0	7	9	3
ILMN_3304064	chr5	135469682	135469732	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1817772	chr16	21688131	21688181	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1901765	chr22	38853243	38853293	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3244650	chr22	18520581	18520631	-	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1724300	chr3	186936060	186936110	+	51	0	1	2	0	0	0	0	1	0	0	0	0	0	0
ILMN_1774781	chr19	45015128	45015178	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1908989	chr10	121331358	121331408	+	51	2	10	3	6	7	1	5	2	4	3	5	5	2	10
ILMN_1751328	chr8	144806350	144806400	+	51	3	31	10	41	67	26	59	53	34	32	25	24	34	131
ILMN_1760320	chr1	1716836	1716886	+	51	534	197	310	285	411	205	263	278	236	145	137	167	282	332
ILMN_1699648	chr18	74069790	74069840	+	51	0	1	0	0	0	0	1	0	0	0	1	0	1	0
ILMN_3207933	chr1	192215430	192215480	+	51	0	0	0	13	11	15	17	10	11	8	6	9	17	20
ILMN_3284447	chr1	192216102	192216152	+	51	0	0	0	55	32	44	74	69	49	44	18	39	68	78
ILMN_2221808	chr22	18981965	18982015	-	51	0	0	0	0	5	5	5	9	1	1	1	2	0	4
ILMN_1723594	chr11	119064023	119064073	+	51	0	0	0	0	2	0	4	2	1	0	0	0	1	2
ILMN_1704476	chr11	119061497	119061547	+	51	2	2	2	4	6	3	3	6	3	2	4	2	3	7
ILMN_1785438	chr12	58165322	58165372	+	51	5	0	4	6	6	3	2	7	7	2	3	1	14	3
ILMN_1660036	chr5	73204350	73204400	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1684582	chr9	10967175	10967225	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2140623	chr19	1876976	1877026	+	51	55	16	21	1	3	0	0	3	2	2	1	0	2	1
ILMN_1679363	chr19	1880892	1880942	+	51	16	1	3	0	1	1	1	2	1	1	0	1	1	2
ILMN_1808215	chr1	182635135	182635185	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1654726	chr11	28041016	28041066	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1685855	chr7	138987024	138987074	-	51	9	0	4	2	0	2	11	4	7	3	3	2	7	6
ILMN_3248928	chr7	138992365	138992415	-	51	16	4	4	17	32	7	21	11	8	12	4	17	2	14
ILMN_3244286	chr17	61504502	61504552	-	51	0	6	21	2	3	1	4	2	4	2	2	2	5	2
ILMN_2360054	chr6	30867496	30867546	-	51	14	42	17	162	226	180	188	229	182	131	115	109	189	218
ILMN_1749034	chr7	71801910	71801960	+	51	0	0	0	1	0	0	1	5	0	0	1	0	2	1
ILMN_3310446	chr2	56210139	56210189	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1755419	chrX	20142984	20143034	+	51	115	19	28	109	153	128	100	90	79	121	44	71	89	139
ILMN_1813240	chr1	17012190	17012240	+	51	0	0	0	108	65	143	111	145	110	183	36	73	130	164
ILMN_1802974	chr8	125991228	125991278	-	51	6	0	2	3	1	3	4	4	1	0	0	3	1	2
ILMN_1782939	chr4	74285310	74285360	-	51	0	5	0	0	0	0	0	1	0	0	0	0	0	0
ILMN_1682763	chr4	74283801	74283851	-	51	0	4	0	0	0	0	0	1	0	0	0	0	0	0
ILMN_3268179	chr8	50653092	50653142	+	51	0	0	0	1	1	2	4	3	2	0	0	1	1	3
ILMN_1700160	chr5	159039987	159040037	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1836810	chr2	51569756	51569806	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1666323	chr14	101296059	101296109	-	51	0	0	224	0	0	1	0	0	0	0	2	43	0	0
ILMN_1705849	chr2	73119045	73119095	-	51	22	11	31	20	25	33	30	31	12	12	2	30	48	44
ILMN_2358436	chr8	143954160	143954210	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1685661	chr1	218504666	218504716	-	51	35	5	13	29	23	23	34	28	35	27	33	23	50	71
ILMN_1753135	chr2	29415662	29415712	+	51	0	2	0	0	0	0	0	0	0	1	0	0	0	0
ILMN_1749984	chr15	101323109	101323159	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1657009	chr1	204943783	204943833	-	51	0	0	61	6	3	5	14	12	6	10	9	6	21	6
ILMN_1688537	chr1	159283642	159283692	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1695969	chr21	19642305	19642355	+	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ILMN_3275685	chr1	9241920	9241970	+	51	1	0	0	0	1	0	0	1	1	0	1	0	0	0
ILMN_1787410	chr20	33866892	33866942	+	51	336	93	185	201	225	238	245	268	162	109	56	126	202	331
ILMN_1722151	chr20	33872112	33872162	+	51	20	2	3	10	2	7	11	6	0	4	4	4	4	8
ILMN_1661717	chr13	114294992	114295042	-	51	376	11	209	113	105	58	166	139	73	88	62	98	99	274
ILMN_2117987	chr13	114295275	114295325	-	51	317	18	187	158	113	56	159	132	71	90	48	89	102	220
ILMN_1789040	chr13	88331664	88331714	-	51	0	0	0	4	2	1	6	5	9	4	0	1	5	2
ILMN_1794239	chr4	76489604	76489654	-	51	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ILMN_3206679	chr6	130454567	130454617	+	51	30	0	12	14	6	15	26	19	20	8	8	12	31	14
ILMN_1723443	chr2	169985238	169985288	+	51	0	2	0	0	0	0	2	0	1	2	2	1	1	1
ILMN_1704751	chr2	68882384	68882434	-	51	0	0	0	2	0	4	2	1	7	1	2	1	3	2
ILMN_1684886	chrX	7811979	7812029	-	51	0	0	0	0	0	0	1	0	0	0	0	0	1	1
ILMN_1728305	chr2	20448936	20448986	+	51	207	23	48	90	126	45	65	55	45	50	26	51	68	63
ILMN_2350122	chr13	50588308	50588358	-	51	6	3	4	0	1	1	5	2	2	1	2	1	4	2
ILMN_2262275	chr13	50575130	50575180	-	51	13	0	3	0	0	0	0	0	0	0	0	0	0	0
ILMN_2350114	chr13	50591838	50591888	-	51	10	1	15	4	9	3	11	3	5	4	5	6	10	17
ILMN_1665630	chr14	25736198	25736248	+	51	0	0	0	16	23	13	26	21	11	18	10	8	9	29
ILMN_1719093	chr12	10560927	10560977	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1707199	chr14	102689762	102689812	-	51	23	10	12	5	9	9	5	4	12	2	2	3	15	6
ILMN_1800952	chr17	30807505	30807555	-	51	401	10	105	155	144	99	203	197	156	131	90	106	196	306
ILMN_3277850	chr7	37415120	37415170	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2400407	chr12	41463888	41463938	-	51	0	0	0	7	2	3	8	8	6	2	2	3	15	1
ILMN_1660965	chr19	5783211	5783261	+	51	1	0	1	1	6	3	1	1	5	6	0	4	0	30
ILMN_3309229	chrX	145078192	145078242	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1656557	chr3	137907244	137907294	-	51	5	0	2	3	1	1	2	5	5	3	7	0	3	1
ILMN_2378708	chr7	99705640	99705690	+	51	84	9	40	101	157	94	146	116	85	68	32	61	104	81
ILMN_1710676	chr6	153292331	153292381	+	51	101	1	7	55	36	54	71	72	102	39	53	28	92	68
ILMN_2121555	chr6	153291930	153291980	+	51	84	1	10	50	41	59	59	49	63	30	45	34	76	57
ILMN_1775316	chr15	89906572	89906622	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3248094	chr12	5672099	5672149	+	51	0	1	0	1	2	1	1	3	2	0	1	1	3	3
ILMN_1773313	chr10	105154019	105154069	+	51	25	2	22	0	1	1	3	2	2	0	0	2	3	3
ILMN_1711490	chr5	142605612	142605662	-	51	11	0	7	1	1	1	3	9	4	4	3	3	6	0
ILMN_3236220	chr19	19734681	19734731	+	51	70	39	2	71	110	51	95	72	60	46	33	49	68	86
ILMN_3257233	chr5	177378724	177378774	-	51	2	0	1	5	1	1	3	1	0	3	3	1	2	1
ILMN_1748626	chr18	15087420	15087470	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1854607	chr11	122120288	122120338	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1774937	chr6	84672935	84672985	-	51	2	0	5	1	2	1	0	0	1	0	1	0	0	1
ILMN_1780100	chr21	43916404	43916454	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1656822	chr19	10942220	10942270	-	51	211	35	55	67	105	72	92	83	70	50	23	53	84	103
ILMN_2259119	chr21	48056405	48056455	-	51	43	4	76	17	17	32	33	62	15	22	8	9	30	41
ILMN_1746923	chr7	101970300	101970350	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2332795	chr8	146155839	146155889	+	51	16	4	10	8	4	9	7	14	5	14	9	6	10	9
ILMN_1669275	chr8	146156016	146156066	+	51	21	3	17	8	11	18	22	23	10	21	10	15	10	25
ILMN_1791678	chr16	71600963	71601013	+	51	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ILMN_1686136	chr5	176722370	176722420	-	51	71	7	26	57	95	46	79	87	67	28	24	39	87	159
ILMN_1785069	chr2	241535420	241535470	-	51	42	1	11	11	21	15	17	32	18	7	4	12	20	19
ILMN_1712506	chr7	154684916	154684966	-	51	0	0	0	1	0	5	4	6	3	0	0	0	14	2
ILMN_1709796	chr2	241818405	241818455	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1653251	chr6	27834722	27834772	+	51	1	0	0	2	0	2	3	1	0	1	0	1	2	2
ILMN_3284366	chr17	26070216	26070266	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1654073	chr13	54448511	54448561	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1708101	chr19	2428328	2428378	+	51	199	41	41	180	221	137	169	189	149	125	78	133	210	202
ILMN_1809002	chr1	204979411	204979461	-	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ILMN_3259146	chr19	17513751	17513801	+	51	110	4	2	3	14	14	0	10	7	4	19	2	9	12
ILMN_3235439	chr7	128282269	128282319	-	51	59	0	16	14	6	3	14	15	9	10	7	4	10	9
ILMN_1681304	chr13	28869019	28869069	-	51	145	19	17	44	64	16	44	28	33	16	24	44	35	53
ILMN_1749078	chr17	76921042	76921092	+	51	0	2	541	13	7	15	27	33	23	15	9	10	35	20
ILMN_3290380	chr10	94966659	94966709	+	51	0	0	0	5	16	12	17	8	5	6	6	4	14	16
ILMN_3181452	chr8	144077727	144077777	-	51	53	1	36	0	0	1	1	0	0	0	0	0	0	0
ILMN_1783120	chr3	57914645	57914695	-	51	65	22	26	32	33	16	21	28	21	17	8	21	33	44
ILMN_1789171	chr16	22297825	22297875	-	51	100	16	10	23	27	11	16	19	23	9	9	7	21	25
ILMN_1802094	chr22	22868261	22868311	+	51	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ILMN_1662884	chr5	110407449	110407499	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1684553	chr4	40245620	40245670	-	51	298	0	0	4	0	1	2	7	5	1	7	3	1	5
ILMN_1772669	chr8	103284787	103284837	+	51	570	0	75	108	62	92	143	147	163	101	48	72	151	133
ILMN_3215771	chr1	59465474	59465524	-	51	1	0	0	2	0	0	2	1	2	0	1	1	1	2
ILMN_1861896	chr1	228280447	228280497	-	51	5	0	2	0	1	0	3	1	0	2	2	1	0	3
ILMN_1767365	chr11	77033304	77033354	+	51	181	23	17	144	193	144	171	163	123	118	36	115	269	135
ILMN_1778053	chr6	33171833	33171883	-	51	604	129	433	255	288	274	255	401	293	178	97	147	314	270
ILMN_1769072	chr5	177309308	177309358	-	51	4	0	0	1	5	1	1	0	1	0	0	1	1	5
ILMN_1765746	chr2	128461057	128461107	-	51	50	10	13	19	34	11	8	28	27	14	21	13	28	18
ILMN_1672957	chr3	129102433	129102483	+	51	21	1	1	1	10	4	4	10	2	8	3	2	3	1
ILMN_2175020	chr3	129102470	129102520	+	51	20	1	1	4	9	5	5	10	2	6	1	3	6	4
ILMN_3268564	chr19	18700301	18700351	-	51	123	28	61	102	93	116	109	157	126	84	55	71	89	176
ILMN_2083137	chr19	54103448	54103498	+	51	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ILMN_3184843	chr6	33690022	33690072	+	51	0	0	0	0	2	0	0	0	1	2	0	0	3	0
ILMN_1844925	chr8	67051542	67051592	-	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ILMN_3271942	chr8	138821718	138821768	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1762506	chr9	26118348	26118398	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1863939	chr20	18340663	18340713	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1757631	chr16	90071426	90071476	+	51	204	8	1	57	139	57	122	73	68	36	42	58	96	141
ILMN_2374352	chr16	90071280	90071330	+	51	38	3	0	11	31	15	21	14	17	21	9	14	17	20
ILMN_1809483	chr19	49316513	49316563	+	51	32	8	42	15	54	56	17	31	41	20	16	15	24	61
ILMN_1691953	chrX	142596719	142596769	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2212714	chr1	32568075	32568125	-	51	75	7	22	36	55	30	33	45	23	24	16	24	33	74
ILMN_3247979	chr15	30814635	30814685	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1657086	chr19	7853409	7853459	-	51	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ILMN_3195815	chr22	26956874	26956924	-	51	2	1	3	87	119	97	118	180	100	60	59	53	156	145
ILMN_1760062	chr1	79128499	79128549	-	51	1340	0	16	0	0	0	0	0	0	0	0	0	0	0
ILMN_1774066	chr9	139687634	139687684	-	51	34	29	18	18	42	33	25	30	26	21	13	23	17	43
ILMN_1679071	chr5	79273048	79273098	+	51	45	12	22	63	68	27	42	48	34	52	18	38	40	39
ILMN_1695972	chr11	85396025	85396075	+	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ILMN_1698885	chr20	40701713	40701763	+	51	0	0	0	0	0	0	3	1	1	2	1	0	2	0
ILMN_1778924	chr2	183032743	183032793	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1775163	chr2	183053716	183053766	+	51	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ILMN_2376847	chr2	183050661	183050711	+	51	0	1	10	0	0	0	0	0	0	0	0	0	0	0
ILMN_1802888	chrX	152141713	152141763	-	51	8	26	2	13	37	32	15	22	29	12	12	16	25	17
ILMN_1711015	chr21	44592811	44592861	-	51	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ILMN_1699449	chr7	102449292	102449342	-	51	13	2	2	1	5	1	1	2	2	2	0	0	2	4
ILMN_1655096	chr1	91793814	91793864	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ILMN_1761464	chr5	149782721	149782771	+	51	1221	0	0	0	4	6	4	5	3	2	1	4	9	3
ILMN_1736567	chr5	149781493	149781543	+	51	22144	6	8	95	94	87	124	90	56	47	29	53	134	66
ILMN_1807182	chr6	30254053	30254103	+	51	8	2	6	1	5	3	6	4	8	0	3	4	8	5
ILMN_2120762	chr6	166571502	166571552	+	51	31	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3214477	chr7	141130691	141130741	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1766499	chr14	65009288	65009338	-	51	5	0	35	47	122	188	157	136	95	34	37	60	123	73
ILMN_2377109	chr1	32751571	32751621	-	51	267	0	0	59	67	66	66	81	30	42	5	39	82	74
ILMN_2277426	chr1	32739743	32739793	-	51	1	0	0	27	6	40	51	102	31	24	5	16	39	47
ILMN_1706217	chr9	120477003	120477053	-	51	1	0	27	0	0	1	1	0	0	0	0	0	0	1
ILMN_1766613	chr19	9676470	9676520	+	51	30	0	2	24	5	40	33	71	56	26	10	17	54	15
ILMN_1696021	chr1	32638448	32638498	-	51	89	0	30	36	24	58	53	74	46	28	23	17	79	63
ILMN_1807554	chr8	72110082	72110132	+	51	0	1	1	1	0	0	0	3	0	1	0	0	2	0
ILMN_1735386	chr11	64338920	64338970	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1895889	chr3	158548545	158548595	+	51	3	0	3	1	0	0	2	1	2	1	1	0	0	0
ILMN_1717127	chr6	31554645	31554695	-	51	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ILMN_1773613	chr11	120190086	120190136	-	51	1	0	0	0	0	2	0	0	0	0	2	1	1	5
ILMN_1682354	chr19	49993904	49993954	-	51	8	0	1	5	5	7	11	2	5	3	6	2	8	11
ILMN_1915076	chr5	76369609	76369659	+	51	5	11	3	6	9	2	12	6	2	2	3	3	8	15
ILMN_1695821	chr2	98272656	98272706	+	51	232	51	77	49	66	56	48	79	49	25	23	32	50	46
ILMN_2404746	chr6	30038235	30038285	+	51	7	0	1	3	11	13	9	8	10	4	2	1	9	6
ILMN_1669846	chr4	128694628	128694678	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1742390	chr6	168456589	168456639	+	51	0	0	0	0	0	1	1	0	0	0	0	0	2	0
ILMN_2376958	chr12	114804127	114804177	+	51	0	2	14	0	0	1	0	3	0	0	0	0	0	0
ILMN_1745049	chr19	1597436	1597486	+	51	26	16	23	66	83	51	69	65	51	42	34	46	55	86
ILMN_3231300	chr19	35597971	35598021	-	51	0	0	0	1	2	1	1	2	2	0	0	1	1	0
ILMN_2222992	chr5	137841855	137841905	+	51	94	29	40	82	118	31	79	65	54	74	30	74	57	99
ILMN_1665547	chr3	62384394	62384444	+	51	0	49	0	5	11	5	3	5	3	1	1	4	7	5
ILMN_1688188	chr3	62467415	62467465	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ILMN_2396269	chr14	23518319	23518369	+	51	7	0	6	10	10	11	22	21	11	6	9	2	9	14
ILMN_3258283	chr11	113662410	113662460	-	51	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ILMN_1800512	chr22	35789914	35789964	-	51	49	0	378	54	55	46	61	39	47	56	6	42	47	688
ILMN_3306993	chr19	3536633	3536683	-	51	23	1	6	2	7	4	4	3	8	4	2	2	3	5
ILMN_1890263	chr3	158568072	158568122	-	51	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ILMN_1663816	chr2	159035388	159035438	+	51	0	0	1	0	0	0	0	0	0	0	1	0	1	0
ILMN_1724677	chr11	58274944	58274994	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1700719	chr7	116593169	116593219	+	51	5	6	7	19	8	3	12	17	8	8	0	7	6	7
ILMN_1674434	chr17	13505500	13505550	-	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ILMN_1666761	chr14	63841610	63841660	+	51	130	11	36	28	39	20	52	45	36	28	37	25	45	50
ILMN_1663119	chr18	28646111	28646161	+	51	3	44	0	16	41	10	19	7	14	13	5	12	25	23
ILMN_1662944	chr7	94927400	94927450	+	51	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ILMN_1651565	chr13	114624808	114624858	-	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ILMN_2126832	chr5	134063001	134063051	-	51	137	0	31	28	30	29	33	20	26	56	15	30	31	35
ILMN_1660971	chr2	144994852	144994902	+	51	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ILMN_1762167	chr2	144704028	144704078	+	51	40	3	23	13	16	12	15	19	15	13	12	9	26	6
